,0,1,2,3,4,5,6,7,8,9
32,2.324764,2.1408374,-1.6413155,2.8145308,1.6222854,2.528929,-1.2830403,-0.49910873,2.2154613,1.3917636
33,-1.3755051,0.58891237,2.589579,-1.6807501,-0.9063498,2.3911984,0.48711717,0.03023398,-0.24875444,-1.8828299
34,3.3591335,-4.976502,-4.914648,-2.4848337,2.7954469,-4.611307,2.4283118,0.27886638,-3.7522762,6.823421
35,1.2690679,-3.6484149,-3.6682153,-1.5981219,1.4252335,-0.91273355,-0.45254055,2.1392236,-2.7602937,4.598705
36,0.8086733,-2.6356108,-2.4977102,-1.168226,2.518623,1.3891269,0.065386444,1.2017143,-1.5824362,3.9790332
37,0.85207707,-0.5006993,-0.98840946,1.8864967,2.9925494,1.1084173,1.2375752,1.9395363,-0.7639218,2.036055
38,1.7103636,-0.26956207,-2.3021073,1.363048,0.17812192,2.0424473,0.6429537,-0.82106715,-0.2950064,2.3705688
39,-0.46872365,-0.81578535,0.7978969,-2.0086098,-2.094412,-6.2015166,-2.6762202,-4.8565993,3.8297865,-3.1130917
40,2.7863057,0.8965875,-1.0201081,1.8159723,-0.46191496,-2.0048997,-1.082073,-2.5239625,3.7101188,-0.65263164
41,0.24777439,0.2782524,0.44630048,1.5154359,0.7521424,2.6852987,-0.76657367,0.8134394,-0.6058284,1.2763991
42,6.180142,-5.013197,-5.9276013,-1.2947758,1.414145,-5.0980887,3.8838692,-1.6923931,-3.5831344,6.6943703
43,-0.5546807,-0.43614072,0.8292901,-4.083619,-1.9462111,-5.09855,-1.7606223,-3.9429579,2.4798975,-3.9888663
44,0.7393002,0.8642537,0.0146148205,0.98982733,1.8414321,2.1736073,-1.3276685,-0.03372234,0.72384804,0.58120126
45,2.7349963,-0.87960935,-3.5041835,0.44068456,1.4647071,2.2011476,-0.0069969893,0.99296325,-0.9042964,3.7734094
46,0.69153076,1.3998497,-0.20327207,2.2369199,0.97798884,2.9978113,-0.514137,1.1586536,0.43849525,0.7018475
47,-3.816538,1.4572313,4.0945168,-0.058422685,-1.6968318,3.1138158,2.5480094,3.6083307,0.9448441,-1.252703
48,0.6401092,0.026798889,-0.11126569,0.41819662,1.734716,2.5420008,-0.1613924,0.05877602,-0.4575446,1.6786276
49,4.3489413,2.4047055,-3.5926628,3.3662329,2.906058,3.2172987,-1.5140147,-0.905962,2.8626459,2.5298252
50,3.9864511,-3.2721882,-3.872898,-1.8182362,-1.7999568,-2.503688,-0.9670627,0.55995667,-2.5648196,5.0020585
51,3.1555815,-3.729425,-3.3665726,-0.5634356,3.476204,0.30784374,1.4428731,0.018241286,-2.4703648,3.8753397
52,1.0185578,1.0633885,-0.070333704,2.4086223,1.0746398,2.797968,1.028959,0.39715067,0.90143245,0.9496843
53,1.1275874,-2.6401439,-2.8612804,-0.2901537,1.3724693,-2.2088628,-0.59227836,-1.1945118,-1.3740017,3.6319475
54,6.267339,2.6991239,-3.0741143,3.6141837,0.88828486,-3.1151834,-2.462431,-3.5951982,6.456753,0.79753196
55,1.7783432,-1.3080928,-2.174863,1.2494094,2.8775103,2.2624185,-0.2364496,0.119613945,-0.7420181,2.9657688
56,-2.4751966,-0.027311772,3.4131775,-2.0331564,-2.469304,-2.0444212,1.2241752,-0.18301302,2.1287475,-4.6455674
57,2.5836422,2.1830366,-1.0852178,1.0089494,1.061499,-2.48488,-2.999617,-2.4531863,3.5566804,-0.9012969
58,5.8669453,2.934606,-5.26578,5.5019436,3.5689657,3.762698,-1.9529338,-1.4563956,3.5001464,3.2137644
59,5.360441,-5.884344,-7.6409893,-1.878635,1.9261227,-5.090629,-0.651733,0.2938687,-4.312315,6.197745
60,1.3237143,-0.68177533,-1.619162,0.7637737,2.8315954,2.0522676,1.3395598,0.14305198,-1.5494435,2.399226
61,-0.43143004,1.0489442,1.1443264,0.88565546,1.3978071,2.2456167,0.39514583,-0.36716437,0.706328,-0.17468011
62,0.64583844,-1.7814835,-1.9167632,-1.8396438,1.6121502,-0.08868274,0.5955632,1.1500285,-1.9204915,2.4980726
63,-1.7986308,0.96094906,2.9215057,0.09795344,-0.53712964,1.7378464,1.601108,1.7121091,-0.059254736,-0.4988886
64,2.8213868,0.08005881,-2.933393,2.3733077,3.254101,3.2457392,-1.322171,-0.45914915,0.5229913,2.8189049
65,5.5987616,3.7024472,-4.2653346,4.7459016,1.7373587,2.6850255,-2.3574114,-2.1209183,4.2187304,2.9264946
66,3.334686,-3.2990344,-5.117014,-0.2796281,1.7169468,-1.2096853,-1.0883594,-0.78325576,-2.8199353,6.451906
67,1.5479697,-4.8543453,-4.158743,-2.8879251,0.7873031,-3.8553596,2.7875524,-1.0540246,-3.0306973,5.164838
68,2.337421,-4.7963047,-5.0201116,-2.5276864,3.0483623,-2.670961,0.31191638,0.38550323,-3.2421095,4.5754952
69,1.3080382,1.4851209,0.75168014,0.29672563,1.4957256,-1.4339197,-0.3890542,-2.4177916,1.1161516,-1.0558478
70,5.0792904,2.1482317,-4.017823,3.797224,2.5609667,3.148354,-3.9154649,-0.837752,3.1365414,3.0867536
71,0.38861287,-1.1810198,-0.23114273,-0.44370747,0.5213332,1.9236966,0.44164377,1.8258164,-1.5419319,2.5002751
72,4.1877227,2.717589,-1.3969285,3.3490243,2.3176773,-2.087358,-1.4067241,-2.7035716,4.243087,0.29024953
73,0.0492336,-0.49867874,-0.67579544,-0.8110113,1.2093899,0.7469409,-0.3151365,1.5556043,-2.1537297,1.6004426
74,4.6392884,2.0030289,-2.9325051,2.1286583,0.72648853,-1.8607383,0.96924555,-3.7486267,3.189023,1.8340867
75,-3.020966,3.4929457,3.5034833,-0.25551426,-2.1549726,2.0473044,0.3191214,3.79641,0.94246817,-0.602999
76,0.46785337,-0.52679116,-1.1352016,0.033833697,0.6802741,1.124793,0.20590144,0.46651953,-1.0226095,2.0724287
77,0.7962481,2.0073943,0.12097138,1.7675848,1.5495877,2.6984837,-0.20495518,0.0969013,0.22902688,0.42409956
78,1.2645397,-2.8682888,-3.2523713,-2.3506837,1.5825756,1.0825295,-0.2850054,-0.05968207,-2.31957,3.9812882
79,1.5125239,1.166095,0.061125398,-1.094198,-0.64530206,-5.0152054,1.1063883,-3.4691033,4.0379853,-1.6422178
80,3.878726,2.5961175,-2.4251738,2.871194,2.3607936,1.7975732,-1.9004896,-0.8199451,2.9212053,1.991525
81,-2.934782,0.17106187,1.3659647,-2.2412946,-0.74814284,-0.76962465,-1.0250708,0.93990666,-0.5060337,-1.049947
82,-0.029754966,-0.7977215,-0.8365239,0.21748245,1.1642153,1.3340256,0.7289021,1.6335876,-1.9197571,2.3020644
83,1.2835174,1.619635,1.0295434,-1.1314362,-1.2424359,-5.4274974,-1.9316671,-2.6605444,2.610818,-2.0902135
84,-4.4781427,2.6765587,3.845985,0.45685685,-2.2632303,2.5654016,0.5186615,3.0915544,-0.60034466,-2.0135117
85,-2.9233792,2.823037,4.356317,1.1927415,-1.3506796,3.5835576,1.2016988,3.7724555,-1.8670999,-1.5137696
86,2.9308321,2.0706496,-1.6813849,2.4958563,2.1670854,-0.5432615,0.15720135,-1.2233492,3.0735385,0.8856745
87,-1.6586812,-0.085123435,2.364447,-1.4387636,-1.8277289,-4.316717,-0.047217548,-0.905594,1.0797286,-3.2574728
88,1.1342071,1.0890474,-0.44151565,1.1816509,1.0572422,-0.8780236,-0.24473216,0.64321613,1.6719663,-0.33041453
89,0.32794613,-1.8979125,-0.99493116,-0.3148023,1.9403646,1.0994617,-0.071594104,-0.6129876,-1.7097185,2.361269
90,1.9357914,1.257405,-1.1828259,1.8254645,1.7650476,2.4133403,-0.09132463,-1.3480303,1.4795543,1.0384918
91,-3.8033588,3.2770848,7.9321737,1.1393273,-2.2497933,3.4636688,2.5678337,4.2382345,-0.3511296,-2.7014627
92,0.3108546,1.4670551,0.7535879,1.2356707,1.2536999,2.347485,0.21558034,0.5339729,0.4312291,0.29177684
93,3.4612787,-6.447448,-8.40038,-2.8097134,0.61824477,-4.272675,-0.9922153,0.82070255,-4.886008,8.226054
94,0.8403965,-0.23262313,-0.87384355,1.3145877,2.4398923,1.6280851,-0.23331743,1.0419381,-1.5009713,2.5245068
95,-4.137204,0.57104665,5.1793,-1.3321931,-3.2763202,-0.90102774,-0.20451236,0.27547312,0.9292244,-4.496734
96,-3.8423903,4.556574,6.2246246,0.724741,-2.256157,1.9827807,0.5465033,4.376358,0.7767366,-3.1494
97,2.8791041,1.6775861,-2.1796455,4.0102143,2.5665665,2.139579,-0.55856395,0.2851678,2.1337266,1.4777218
98,2.628708,1.318074,-0.60034364,-0.8399752,0.07416865,-3.3858917,-1.2228298,-2.5597413,4.0909476,-0.118383765
99,-0.266021,-1.8631078,-1.4487113,-0.28509104,1.5947669,0.7091393,0.49077144,1.536099,-1.4500896,2.4008145
100,5.8849463,2.758771,-3.0845017,3.1532953,1.7608744,-2.2303529,-1.3043439,-3.8405747,4.09787,1.0130242
101,-0.19848049,-2.1250753,-1.0620289,-1.0378149,2.000743,1.4479113,-1.5904746,1.7021332,-1.7136155,2.1245458
102,0.96664226,-3.1767752,-3.3906717,-0.576043,2.2298954,-0.532187,0.6212551,2.3158019,-1.7432154,3.4263139
103,2.7901466,2.8350453,-1.1288344,1.8613123,0.3705763,-1.3938721,0.20697767,-2.241426,3.5135264,-0.13543734
104,0.84394914,-1.0425104,-1.1821274,-0.4702927,2.6910827,1.2049868,-0.17666027,2.1150384,-1.7312527,2.8180223
105,4.338596,-0.33105138,-5.1165442,3.1512532,2.262072,4.0316706,-0.42608404,1.6752808,0.5868664,4.2063203
106,3.7541156,1.7708474,-3.0507264,3.9717,2.3682525,2.3974156,-2.941024,0.13823675,2.5910244,2.0744467
107,0.9532972,-0.18471646,-0.62697387,1.0873964,1.8692375,1.3047254,0.53395855,0.17071009,-0.9257264,1.7970749
108,1.1131245,0.25890082,1.5283827,0.21835542,-0.27650702,-3.757586,-0.6564108,-2.268232,2.7348652,-1.3995254
109,-1.716223,1.8408377,2.2027605,-0.011539757,-0.6667666,0.40870726,0.96733373,1.4050777,0.563061,-0.8408532
110,4.7804894,2.7421951,-3.8193219,4.8079824,3.4214966,1.2677083,-1.8711131,-1.4118727,3.5596344,2.4978147
111,3.8797207,-5.9658146,-8.307812,-1.7579265,0.5885502,-3.1774745,0.776739,1.8398812,-4.2206936,7.7052836
112,5.5860705,-6.885194,-9.431247,-2.02604,10.013882,-4.362851,0.35584983,2.9353294,-7.3241944,10.461928
113,2.9328036,1.5923172,-1.6876488,1.4832312,2.0473065,-2.7600324,0.0030212998,-1.4675711,2.4465835,0.9432625
114,1.1294266,1.0521543,0.1204164,0.7011249,-0.27459115,-3.2332244,-1.3061485,-2.0480928,3.0719821,-1.2131326
115,-0.18914273,0.47891095,0.28027603,0.39888462,1.5790792,1.2766029,0.35880792,0.915609,-0.52181774,1.1474392
116,-0.100761026,1.0254565,0.46078405,1.0852531,2.0047274,1.777191,0.6465105,1.8044438,-0.58508873,0.17854941
117,3.4180284,2.040913,-3.1349144,4.2617188,2.4647875,3.2202768,-1.5039561,-0.90468156,3.9307063,2.3034878
118,0.5811806,-3.233563,-4.1341376,0.09209144,1.3548517,-0.26505592,-0.24862677,0.92275894,-1.6227697,4.1401367
119,2.1733944,-3.957956,-4.1296535,-0.82086647,1.6592911,-0.025212668,2.1883926,0.28217155,-1.728602,3.9423318
120,0.49405107,0.4540502,0.2919727,0.6606595,1.4502724,1.56542,0.30220625,0.22428733,-0.59482765,0.9233617
121,-1.2870481,1.4694583,2.1396575,-0.1960339,-0.27027708,3.0180202,-0.64373446,1.8020124,0.23600864,0.8282954
122,1.694051,1.9511579,-0.680857,1.6178323,2.330031,0.08538166,-0.7199568,-1.7770076,1.7169455,0.04761207
123,-0.7905735,-1.0629611,5.0934153,-3.5419598,-3.131824,-4.156753,1.1777344,-2.80084,1.5006529,-3.4513488
124,2.859289,-3.5198236,-4.853679,-1.2516547,2.8271668,-3.1594963,0.8350476,0.062043473,-4.122118,5.801858
125,4.0754533,2.8917046,-3.299162,3.7916367,1.7094015,2.6449215,-2.7242246,-0.6975263,3.35271,2.3630958
126,2.649402,1.0139036,-2.3939798,3.5144827,1.5555377,3.5355372,-1.569235,0.056059822,1.5506823,2.3425577
127,1.2235792,0.19616222,0.41887447,0.8711859,0.43300742,-3.6980078,-0.6533936,-3.138263,3.2623131,-1.7456098
128,4.8869004,1.5453757,-4.598186,4.410438,3.9364014,3.6176975,-3.4020524,-0.80513227,2.1790757,3.925931
129,0.15304989,-1.2664495,-1.7669885,0.4159878,2.2196372,2.2676883,0.35530996,0.45992193,-2.5932746,2.8415048
130,2.1528673,0.1598649,-0.3863467,1.0560174,0.49403659,-2.3352761,-2.4039721,-1.6406014,3.9047554,-1.185879
131,-3.0057924,1.5299486,3.2627494,0.46576428,-1.6587443,3.2043955,1.1723584,2.745499,-2.1296577,-2.0679617
132,2.4337976,1.044095,-1.5797241,3.2199218,2.2423136,2.163855,0.4022596,-0.8381758,2.3393898,1.3861389
133,4.9244432,0.24896893,-4.6866746,3.7133796,2.801907,4.306403,-2.1350677,-0.3861965,0.32677364,4.2946334
134,0.72608864,-0.63715166,-0.9725542,-0.5372565,0.98461413,1.7243483,0.7025789,2.903017,-0.8027087,2.2733772
135,1.7567906,-0.16404039,0.022256099,-0.5245091,-0.44727698,-5.267693,-1.7520792,-4.071593,1.9051224,-2.7191606
136,-0.12180594,0.74961555,0.18616802,-2.823073,-1.0166976,-2.5336432,-2.5955157,-3.220402,2.5482059,-1.7073445
137,0.036409713,1.1655494,1.1014671,1.4545686,1.3186659,1.0032372,-0.40303925,0.37501574,-0.5814753,0.92974377
138,0.7480445,-2.1642919,-2.0022607,-1.2623395,1.0899197,0.5055134,-0.07955918,1.2417008,-1.7945204,3.3513954
139,-2.4407551,1.7371317,3.9981022,-1.4673128,-0.49835438,1.9610585,0.629938,1.9881454,-2.0441544,-0.84577584
140,0.29798603,0.6988816,0.707507,1.5685176,1.4539382,2.041184,1.0911657,1.9237832,-0.5697111,0.4842229
141,-1.9831403,-0.60961527,6.7884026,-5.893821,-4.4628463,-3.8639216,-2.4907098,-1.4272747,0.15466785,-5.91935
142,0.6402295,-0.748396,-0.48118362,-0.31692475,0.14827454,0.49650848,0.5766636,-0.16618884,-1.5803272,2.1693084
143,0.826856,1.8480012,0.8572868,-0.22810143,2.326745,1.0598574,0.17136002,0.3979175,0.00045764446,0.32063863
144,2.495203,2.154502,-1.854004,4.2325516,2.191653,3.1312227,-0.40211552,-0.05096832,1.8938,1.6491518
145,3.0328708,1.5564967,-1.1036077,1.344116,0.7362582,-1.6259255,-1.7772896,-3.3917727,3.6197107,-0.8055718
146,1.0585477,-0.23605752,-2.2403777,0.257573,1.9760293,0.92374086,0.3022361,0.3407256,-1.7686821,2.5176663
147,0.58547693,0.87383354,-0.16988057,0.8545628,1.1794081,3.2320113,1.2251055,0.72937393,-0.3698402,1.1128156
148,4.36702,2.5674937,-3.5137935,4.4583807,2.257236,2.6920485,-2.618998,0.146106,3.680875,2.197059
149,2.4388492,-3.411416,-5.869836,-1.7460015,4.2128754,-0.81495386,0.93087184,-0.70762634,-3.3056204,4.8574543
150,1.7091675,-0.42117703,-0.15774238,-2.2001164,-1.291391,-5.516339,1.1612933,-4.2944913,2.2166069,-4.1678953
151,-4.6483207,3.6921499,7.604221,-0.20177685,-3.2235575,1.625795,0.33777326,3.0345044,1.3012239,-5.1345134
152,3.272211,1.3679644,-2.3814359,2.9358265,0.6042961,0.47579652,0.113224864,-1.3090577,2.699729,1.1722378
153,0.58104765,0.86819744,0.75131816,-0.3815679,0.854666,-3.2331648,0.2670132,-1.4119189,2.3742194,-0.72264487
154,-0.82007325,0.06599766,0.892992,1.0866108,-0.30122536,1.6787442,0.3191312,2.1971884,0.07189104,-0.06482582
155,1.8913897,-0.70866907,-2.1921859,1.213665,2.21955,2.599443,-0.8854565,0.8739839,-0.639088,2.9464395
156,0.9188683,-6.514461,-6.691514,-1.6922286,4.81907,-3.8376498,-0.6671879,2.647454,-5.6677127,7.5313597
157,1.691674,-1.5664067,-4.1476316,0.18101001,2.6005993,0.42189366,-0.47014165,-0.003771998,-1.0249557,4.278029
158,-0.3540156,1.8134185,1.2497172,0.89656293,0.8693713,1.4442203,-0.70626825,1.1328511,1.3187745,0.16393586
159,0.24828456,-0.13754886,-0.8573345,-0.13595968,0.77267325,2.31465,0.57242787,1.8260584,-1.0194476,1.7858955
160,2.8009505,-4.0307994,-4.681499,-1.0051202,2.475412,-6.160407,-2.6938949,0.37446862,-3.3496163,4.882544
161,0.5285979,-2.7860422,-3.625323,-1.7200313,4.395357,0.31117997,0.4826095,1.8335279,-2.4987304,3.925788
162,4.367569,1.1439903,-4.4870553,2.2621918,3.171562,2.660812,-1.4988742,0.65524596,1.7221267,3.5283608
163,2.942812,-6.7847886,-9.459309,-2.6704667,2.1716323,-5.4008813,3.5325913,0.07625532,-6.0103526,9.800515
164,0.2628154,-0.5346654,-1.0347477,0.47798568,1.8953004,1.3108006,0.7505145,2.7212844,-1.4535478,2.313215
165,2.192333,1.6562378,0.09033182,-2.0236928,-1.1351473,-4.2347045,-0.5978411,-4.478701,5.4588795,-2.541415
166,-2.895972,1.1792412,3.0246263,1.3298948,-1.5974526,0.9655144,1.5583358,2.1053934,-1.6337565,-0.7140657
167,-0.11194992,2.943343,0.18751615,-2.1170313,-0.43781346,-1.7074382,0.4303572,-0.76376224,1.0784407,-1.0428331
168,-1.4317151,-0.21339726,-0.28667793,-4.3481894,-1.6135713,-6.158249,-2.920298,-3.4752407,4.1827064,-2.7116773
169,-0.4843498,-1.0682974,-1.6334138,-0.4572771,2.3478396,1.5365328,0.36363903,0.5437604,-2.070117,2.9744105
170,2.0656483,0.67495173,-1.7547319,1.6625848,1.9803839,2.5580783,-1.0702271,0.37936497,-0.17655677,2.0009146
171,1.2018344,-0.53358513,-0.9470708,-1.0236673,0.06234646,1.2369394,-0.48597118,-0.23045957,-2.012172,2.0471957
172,-1.3914607,-1.505957,2.4182386,-0.56353956,-0.47577518,-2.4822507,-0.87719405,1.0470046,-2.2468555,0.6513993
173,3.240137,-0.8990369,-3.8101149,2.4664614,2.377295,3.2083704,-0.7680165,0.7603065,-0.001401782,3.661034
174,1.9028797,-2.92599,-4.0593653,-0.6790679,3.4368978,-2.7191534,-1.1314478,0.9954468,-4.1734724,5.429556
175,0.84644955,0.9541315,0.5322163,0.76875454,1.4320474,1.7740364,-1.002728,0.29478925,0.33825073,1.048475
176,3.8552637,-5.6719313,-7.027163,-2.2608657,3.9268336,-5.480917,-0.8293532,-1.515097,-5.0938125,7.4958982
177,0.5092861,-0.016257226,1.0232321,1.4818404,0.54103875,2.6904488,-1.6005571,1.0038335,0.11079203,-0.14251152
178,4.1581554,2.5720222,-3.0972295,3.5667808,2.7829323,2.6152184,-0.81205523,-0.47637457,2.9853594,2.016351
179,-1.960444,2.5953007,2.772368,-3.08609,-1.6373277,-5.209722,0.24451405,-2.799202,2.0098138,-4.9215693
180,2.2939448,1.8619888,-1.1312258,2.5446293,1.2408992,2.3999178,-1.1843168,0.9702776,1.5915114,1.1118443
181,-2.1994517,-0.55969447,3.3275235,-0.14149779,-1.125619,1.4117489,3.4307275,1.0084131,-0.1581298,-1.9111099
182,4.7292447,0.24432392,-5.4594707,2.854081,3.1981215,3.7067358,-1.9623322,-0.39499307,0.34915227,4.363937
183,-3.5808063,1.8873253,3.0816622,0.90571064,-1.5506678,1.194947,0.90415955,0.5457388,0.46535486,-2.4653618
184,3.3104694,1.4599456,-2.3787572,2.7568026,2.623157,1.845197,-0.058585048,-0.53486377,2.3171542,1.8558763
185,-2.949578,0.59512913,4.3503013,-0.69445324,-1.5328417,0.49479485,1.8569361,1.280879,0.5060005,-2.3663273
186,4.7550683,-5.8096495,-8.149731,-1.3902981,5.1480865,-3.773355,1.6100541,2.7149897,-6.756008,7.724817
187,5.285675,2.4816868,-4.338859,4.672831,2.4321299,3.74312,-2.2532768,-0.07412779,2.948123,2.9672763
188,-0.8141912,3.0159247,0.411556,-1.4746628,-5.2050943,-8.865309,-5.453289,-5.080721,8.772282,-6.0186133
189,4.3895707,1.945401,-2.4758759,2.114247,1.199815,-2.1514168,-1.0659724,-3.1771235,4.816731,0.4971962
190,4.519549,1.7209959,-4.052889,3.9053621,2.155422,2.5785215,0.59017956,-1.1051769,2.3754468,2.6845808
191,-1.7773516,-3.8787262,1.6581786,-4.4775953,-4.1254654,-5.90064,1.5063593,-3.1675663,1.5888475,-4.561549
192,-0.02063018,-0.6996296,0.7173553,-1.7285979,-1.423355,-3.9464836,-0.5237196,-1.4155008,1.7294438,-3.0748599
193,2.719993,2.3244503,-1.3439924,1.6640153,1.0117124,-0.88442147,1.2997615,-3.309013,3.8555298,-0.17331415
194,0.18076646,0.6825702,0.22819796,-2.3227913,-0.24375135,-2.7233539,1.2138052,-2.848411,3.098745,-2.4601514
195,-0.51788515,0.016887575,0.1685845,0.036898136,0.6812985,1.6729995,-0.11772302,0.90419316,0.16998345,0.94513786
196,-1.6743526,0.38193193,2.6967533,-1.0181422,-0.5118749,-1.8995585,0.96005905,-0.58465385,2.0123181,-2.9495568
197,0.8090797,1.1120505,0.753736,-1.9107252,-1.5302669,-4.6729555,0.21940756,-4.20172,3.5093224,-2.83886
198,-2.4651716,1.6726074,1.7862611,-0.27268952,-1.1154919,1.419404,1.5148075,3.7367404,0.12251723,-1.135128
199,0.14952576,-2.5068183,-4.350657,-1.1467543,1.8955764,-0.058923602,-0.0811297,2.1556692,-2.4355438,3.8574905
200,-3.879236,1.6551018,4.991599,-0.3158155,-2.6647358,2.8435407,1.4182749,2.5176818,-0.27808273,-1.3664849
201,-2.3525212,2.7468276,3.3747675,-0.17549372,-1.5464329,3.204506,1.5733244,3.268045,-0.20683196,-2.0759883
202,-2.186967,0.39482486,2.092536,-1.6842942,-2.4298086,-3.6351724,1.4320506,-3.0994587,2.875043,-3.4658823
203,-0.14404428,1.806397,1.3473538,1.8328134,-0.32281518,1.5176542,1.1526768,1.4061365,-0.04208774,-0.06082598
204,2.081093,-3.1499176,-3.2322054,-0.47217196,1.1371727,-1.234999,0.0253613,0.2279262,-2.3336987,3.9105737
205,0.16755964,1.258548,1.0130886,1.22565,1.0686898,1.2121761,0.37942368,1.2742279,-0.15338516,0.26993576
206,0.5704041,-1.1257532,-1.5473832,-0.9496413,2.6609054,2.5286736,-0.36913675,2.196415,-0.8442255,2.630155
207,-5.7337666,1.6901758,3.5063758,-5.720291,-3.7074146,-2.690361,-0.08656843,-1.5879698,-1.0757511,-4.2530212
208,-0.06983033,1.0942705,-0.9499279,-2.1212554,-1.7921326,-5.0375357,0.60157764,-2.8375983,3.9230013,-2.8896897
209,-3.3603106,3.107208,3.9550416,3.1381612,-1.0642145,3.496007,1.562622,3.1515756,-1.1707487,-1.6494014
210,0.53275216,2.1834798,-0.36675832,-0.54347855,0.22493705,-1.884672,-0.9295935,-3.0270772,2.4276867,-0.73752964
211,5.8430567,2.6217136,-3.433336,3.2509212,2.2902749,-2.1694994,0.17132258,-2.684904,4.1094136,1.3583605
212,3.0113077,1.8059932,-1.1230341,0.63064575,1.4018362,-2.3068917,-1.2752597,-2.8828762,2.7413466,0.7200456
213,-0.15755409,2.1391253,0.5961352,0.2516328,0.77798945,-0.80995834,-1.2708999,-1.3673695,0.99177945,-1.0034115
214,2.6751597,-0.74700433,-2.991363,1.7565514,1.5519785,2.245231,-1.1998584,0.5344021,-0.18764767,3.0901577
215,2.453126,-2.6725874,-3.3915067,-0.88091975,2.587258,-1.6180652,1.9902945,0.5773152,-3.0503242,4.3821487
